,Skills
415,sql
415,powerbi
416,tableau
416,sql
416,bi
416,powerbi
417,microsoft
417,excel
418,cloud
418,aws
418,azure
419,cloud
419,aws
419,azure
420,cloud
420,ruby
420,python
420,gcp
420,vue
420,c
420,backend
420,java
420,aws
420,azure
421,database
421,java
421,aws
421,programming
421,sql
422,powershell
422,warehousing
422,ssis
422,cloud
422,power_bi
422,aws
422,pyspark
422,redshift
422,python
422,tableau
422,etl
422,bigquery
422,snowflake
422,sql
422,server
422,azure
423,scrum
423,gdpr
423,excel
424,database
424,cloud
424,sql
425,agile
425,jira
425,sql
425,c
426,agile
426,python
426,jira
426,r
426,saas
426,looker
426,warehousing
426,tableau
426,etl
426,snowflake
426,sql
426,machine_learning
426,airflow
427,cloud
427,agile
427,scrum
427,saas
427,programming
427,redis
427,java
427,aws
427,postgresql
427,ml
427,sql
427,kanban
427,machine_learning
427,kotlin
427,coding
428,cloud
428,javascript
428,agile
428,programming
428,ci/cd
428,java
428,aws
428,ml
428,ai
429,looker
429,tableau
429,sql
430,cloud
430,aws
430,azure
431,unix/linux
431,powershell
431,oracle
431,perl
431,database
431,cloud
431,saas
431,ajax
431,java
431,css
431,javascript
431,shell
431,aws
431,html
431,mysql
431,xml
431,sql
431,jquery
431,machine_learning
431,azure
432,r
432,scala
432,cloud
432,python
432,matlab
432,hadoop
432,machine_learning
432,spark
433,data_lake
433,cloud
433,data_lakes
433,python
433,server
433,powershell
433,c
433,oracle
433,microsoft
433,aws
433,sql
433,nosql
433,azure
433,ssis
434,
435,github
435,git
435,gitlab
435,agile
435,vb.net
435,bitbucket
435,c
436,bloomberg
436,aws
436,python
436,redshift
436,postgresql
436,machine_learning
436,go
437,scrum
437,cloud
437,aws
437,agile
437,sql
438,word
438,cloud
438,jira
438,visio
438,powerpoint
438,devops
438,sharepoint
438,go
438,azure
438,excel
439,cloud
439,agile/scrum
439,javascript
439,python
439,docker
439,saas
439,vue
439,php
439,java
439,mysql
439,snowflake
439,go
439,airflow
440,cloud
440,aws
440,azure
441,node.js
441,git
441,agile
441,programming
441,postgresql
441,sql
441,server
441,c
442,database
442,agile
442,powerpoint
442,microsoft
442,java
442,sql
442,unix
443,back-end
443,node.js
443,cloud
443,gcp
443,aws
443,agile
443,azure
444,excel
444,microsoft
444,tableau
444,sql
445,excel
446,cloud
446,aws
446,azure
447,java
447,python
447,etl
448,backend
448,c++
448,cloud
448,gcp
448,aws
448,python
448,ai
448,azure
449,java
449,javascript
449,mysql
449,coding
449,selenium
449,sql
450,cloud
450,aws
450,azure
451,python
451,programming
451,etl
451,snowflake
451,sql
452,javascript
452,agile
452,hadoop
452,docker
452,git
452,json
452,mongodb
452,spark
452,java
452,html
452,etl
452,xml
452,scala
452,coding
453,microsoft
453,nuix
453,sql
454,word
454,visio
454,powerpoint
454,oracle
454,outlook
454,excel
455,visio
456,database
456,word
456,server
456,powerpoint
456,microstrategy
456,t-sql
456,etl
456,sql
456,go
456,excel
456,ssis
456,ssrs
457,python
457,bi
457,r
457,matlab
457,qlik
457,tableau
457,sql
457,powerbi
458,cloud
458,git
458,programming
458,java
458,aws
459,scala
459,java
459,python
459,linux
459,docker
459,go
460,microsoft
460,spreadsheet
461,cloud
461,python
461,iot
461,ci/cd
462,
463,excel
463,ios
464,cloud
464,aws
464,azure
465,
466,cloud
466,javascript
466,ruby
466,docker
466,slack
466,ci/cd
466,golang
466,aws
467,cloud
467,microsoft
467,golang
467,aws
467,go
467,azure
468,saas
469,r
469,programming
469,microsoft
469,excel
469,spss
470,excel
470,word
471,r
471,powerpoint
471,macros
471,microsoft
471,go
471,excel
472,programming
473,scrum
473,backend
473,agile
473,sql
474,cloud
474,aws
474,azure
475,visio
475,c
475,microsoft
475,java
475,excel
475,coding
476,cloud
476,java
476,javascript
476,agile
476,no-sql
476,devops
477,numpy
477,python
477,docker
477,r
477,saas
477,spark
477,pandas
477,ci/cd
477,aws
477,nlp
477,pyspark
477,redshift
477,sql
477,apache
477,machine_learning
477,go
477,airflow
477,scikit-learn
477,dplyr
478,backend
478,java
478,mysql
478,python
478,nosql
478,c
479,cloud
479,aws
479,azure
480,r
480,agile
480,python
480,sql
480,machine_learning
481,
482,database
482,cloud
482,ruby
482,python
482,linux
482,docker
482,frontend
482,ios
482,slack
482,programming
482,php
482,c
482,backend
482,java
482,aws
482,mysql
482,apache
482,go
483,
484,database
484,cloud
484,agile
484,python
484,spark
484,ci/cd
484,aws
484,pyspark
484,sql
484,coding
485,java
485,kotlin
485,programming
485,bi
486,cloud
486,splunk
487,datadog
487,cloud
487,agile
487,python
487,gcp
487,ios
487,backend
487,redis
487,sql
487,machine_learning
487,scala
487,kotlin
487,swift
488,tableau
489,
490,python
490,r
490,qlik
490,nlp
490,redshift
490,tableau
490,snowflake
490,sql
491,
492,visio
492,tableau
493,cloud
493,golang
493,programming
494,sap
494,ibm
495,snowflake
495,aws
495,sql
495,python
495,programming
495,etl
495,machine_learning
495,database
496,cloud
496,python
496,json
496,mongodb
496,java
496,aws
496,mysql
496,redshift
496,tableau
496,sql
496,nosql
496,scala
496,c++
496,powerbi
497,macros
497,frontend
497,javascript
497,mysql
497,sql
497,postgres
498,database
498,tableau
498,snowflake
498,postgres
499,gdpr
499,tableau
500,mysql
500,agile
500,javascript/typescript
500,sql
500,nosql
500,mongodb
500,postgres
501,database
501,javascript
501,sass
501,agile
501,node
501,visio
501,asp.net
501,server
501,node.js
501,git
501,css
501,fullstack
501,programming
501,c
501,html
501,sql
501,coding
501,jquery
502,cloud
502,docker
502,gcp
502,programming
502,spark
502,java
502,aws
502,apache
502,azure
502,scala
503,excel
503,database
503,frontend
503,cloud
503,unix
503,json
503,java
503,css
503,javascript
503,html
503,agile
503,postgresql
503,sql
504,cloud
504,javascript
504,frontend
504,aws
504,ai
505,excel
506,excel
507,power_bi
507,nlp
507,programming
507,tableau
508,ibm
508,oracle
508,iot
508,microsoft
508,xml
508,jse/jee
509,oracle
509,warehousing
509,agile
510,unix/linux
510,database
510,cloud
510,hadoop
510,fullstack
510,devops
510,spark
510,backend
510,java
510,aws
511,database
511,cloud
511,power_bi
511,html
511,tableau
512,node.js
512,codebase
512,cloud
512,scrum/agile
512,ruby
512,docker
513,datadog
513,ruby
513,docker
513,golang
513,aws
514,
515,database
515,sql
515,bi
516,
517,c
518,r
518,numpy
518,pandas
518,scikit-learn
518,sas
518,python
518,tableau
518,ml
518,sql
518,machine_learning
518,powerbi
519,git
519,c++
519,agile
519,coding
519,programming
519,c
520,qlik
521,data_lake
521,graphql
521,cloud
521,python
521,bigquery
521,node
521,docker
521,bi
521,sql
521,airflow
521,coding
521,postgres
522,cloud
522,ai/ml
522,python
522,frontend
522,backend
522,mysql
522,postgresql
522,nosql
522,go
523,cloud
523,agile
523,go
524,github
524,graphql
524,node.js
524,ci/cd
524,javascript
524,sql
524,docker
524,nosql
524,html5
525,agile
525,sql
525,c
526,gitlab
526,agile
526,jira
526,bi
526,git
526,scrum
526,looker
526,aws
526,redshift
526,tableau
526,etl
526,sql
526,airflow
527,cloud
527,javascript
527,agile
527,asp.net
527,server
527,microsoft
527,ci/cd
527,sql
527,azure
527,jquery
528,graphql
528,scrum
528,redis
528,saas
528,cloud
528,javascript
528,ruby
528,agile
528,programming
528,postgresql
528,server
529,r
529,cloud
529,nlp
529,agile
529,python
529,slack
529,ml
529,mlops
529,ai
529,machine_learning
530,graphql
530,javascript
530,ruby
530,python
530,hadoop
530,programming
530,mongodb
530,c
530,oracle
530,redis
530,mysql
530,redshift
530,postgresql
530,xml
530,sql
530,nosql
531,iot
531,warehousing
531,cloud
531,gcp
531,programming
531,looker
531,spark
532,r
532,scala
532,saas
532,aws
532,pyspark
532,ai
532,spark
533,cloud
533,agile
533,python
533,linux
533,docker
533,scrum
533,gcp
533,programming
533,devops
533,aws
533,kanban
533,go
534,data_lake
534,github
534,ci/cd
534,cloud
534,agile/scrum
534,shell
534,aws
534,agile
534,redshift
534,python
534,programming
534,hadoop
534,sql
534,devops
534,azure
535,excel
535,database
535,word
535,powerpoint
535,visio
535,sql
536,oracle
536,sql
536,c
537,data_lake
537,ibm
537,etl
537,sql
538,
539,database
539,cloud
539,agile
539,r
539,programming
539,mongodb
539,c
539,oracle
539,backend
539,codebase
539,java
539,mysql
539,nosql
539,ai
539,go
540,python
540,hadoop
540,programming
540,c
540,spark
540,java
540,sql
540,machine_learning
540,scala
540,airflow
541,cloud
541,aws
541,azure
542,cloud
542,programming
542,ci/cd
542,aws
543,warehousing
543,redshift
543,tableau
543,etl
543,sql
543,twilio
543,excel
544,excel
545,backend
545,java
545,programming
546,cloud
546,aws
546,azure
547,scrum
547,saas
547,json
547,javascript
547,agile
547,python
547,programming
547,sql
548,excel
548,spss
548,python
548,sql
548,go
549,cloud
549,aws
549,azure
550,database
550,c++
550,cloud
550,coding
550,mongodb
550,server
550,c
551,
552,backend
552,python
552,programming
552,nosql
553,cloud
553,aws
553,azure
554,ci/cd
554,cloud
554,golang
555,numpy
555,git
555,pandas
555,ci/cd
555,scikit-learn
555,cloud
555,java
555,agile
555,python
555,programming
555,ml
555,keras
555,pytorch
555,tensorflow
555,machine_learning
556,microsoft
556,cloud
556,aws
556,devops
556,azure
557,data_lake
557,cloud
557,aws
557,redshift
557,python
557,sql
557,spark
558,scrum
558,c++
558,java
558,agile
558,coding
558,linux
559,back-end
559,database
559,redis
559,saas
559,bigquery
559,ai
559,postgres
560,
561,node.js
561,database
561,ci/cd
561,css
561,javascript
561,html
561,agile
561,programming
561,server
562,python
562,ml
562,ai
562,machine_learning
563,sql
563,ai
563,machine_learning
564,
565,
566,database
566,agile
566,mongodb
566,spark
566,ci/cd
566,mysql
566,redshift
566,sql
566,nosql
566,ai
566,machine_learning
567,excel
567,sap
567,microsoft
567,bloomberg
568,r
568,database
568,sas
568,programming
569,cloud
569,aws
569,azure
570,pl/sql
570,cloud
570,agile
570,r
570,gcp
570,oracle
570,java
570,aws
570,go
570,azure
571,graphql
571,back-end
571,javascript
571,node
571,postgresql
571,c
572,excel
572,microsoft
572,outlook
572,word
572,powerpoint
572,visio
573,aws
573,splunk
573,python
573,tableau
574,cloud
574,gitlab
574,sass
574,jira
574,docker
574,frontend
574,slack
574,backend
574,redis
574,java
574,aws
574,selenium
574,kotlin
575,agile
575,sql
576,cloud
576,aws
576,python
576,sql
577,scala
577,database
577,javascript
577,python
577,rust
577,go
578,database
578,agile
578,mysql
578,etl
578,sql
578,coding
579,sap
579,oracle
579,sas
579,tableau
579,sql
579,excel
580,database
580,javascript
580,agile
580,linux
580,server
580,node.js
580,git
580,json
580,css
580,redis
580,java
580,aws
580,html
580,mysql
580,xml
580,sql
580,aurora
580,jquery
581,microsoft
581,cloud
581,json
581,agile
581,devops
581,azure
581,c
582,
583,agile/scrum
583,agile
584,data_lake
584,excel
584,warehousing
584,ssis
584,t-sql
584,ssas
584,cloud
584,python
584,programming
584,etl
584,sql
584,server
584,azure
584,spark
585,data_lake
585,warehousing
585,ssis
585,microsoft
585,dax
585,power_bi
585,sql
585,server
585,ai
585,machine_learning
585,azure
586,programming
586,sql
587,cloud
587,aws
587,azure
588,
589,python
589,sql
590,agile
590,back-end
590,programming
590,java
590,kotlin
591,go
592,cloud
592,javascript
592,python
592,jira
592,server
592,css
592,devops
592,c
592,github
592,backend
592,html
592,sql
592,azure
592,coding
593,scrum
593,cloud
593,aws
593,nlp
593,python
593,coding
593,ml
593,keras
593,pytorch
593,tensorflow
593,machine_learning
594,cloud
594,python
594,docker
594,github
594,ci/cd
594,java
594,aws
594,go
594,azure
595,airflow
595,aws
595,nlp
595,python
595,tableau
595,snowflake
595,sql
595,docker
595,nosql
595,mongodb
595,machine_learning
595,powerbi
595,postgres
596,javascript
596,java
596,aws
596,c++
597,cloud
597,javascript
597,agile
597,python
597,node.js
597,java
597,aws
597,go
598,cloud
598,aws
598,azure
599,graphql
599,scrum
599,redis
599,saas
599,cloud
599,javascript
599,ruby
599,agile
599,programming
599,postgresql
599,server
600,github
600,backend
600,microsoft
600,ci/cd
600,cloud
600,gcp
600,java
600,aws
600,ruby
600,agile
600,python
600,coding
600,programming
600,docker
600,devops
601,excel
602,oracle
602,database
602,redis
602,power_bi
602,agile
602,sql
602,nosql
603,agile
604,excel
604,database
604,microsoft
604,gdpr
605,tableau
605,sql
606,database
606,c/c++
606,linux
607,oracle
607,java
607,sql
608,oracle
609,agile
609,frontend
609,apache
610,excel
610,database
610,microsoft
610,programming
610,spreadsheet
610,sql
611,
612,git
612,java
612,kotlin
613,programming
613,java
613,sql
613,ai
614,database
614,ajax
614,javascript
614,agile
614,server
614,html5
614,json
614,css
614,programming
614,c
614,microsoft
614,sql
614,c++
614,jquery
615,cloud
615,agile/scrum
615,server
615,gcp
615,programming
615,devops
615,java
615,aws
615,sql
615,azure
616,word
616,jira
616,visio
616,sql
616,excel
617,cloud
617,node.js
617,aws
618,excel
619,r
619,excel
619,database
619,spss
619,microsoft
619,word
619,power_bi
619,mysql
619,powerpoint
619,tableau
619,sql
619,outlook
620,
621,scala
621,redis
621,cloud
621,gcp
621,json
621,java
621,data_lakes
621,aws
621,python
621,programming
621,etl
621,hadoop
621,nosql
621,azure
621,spark
622,python
622,coding
622,go
623,
624,agile
624,asp.net
624,back-end
624,programming
624,c
624,microsoft
624,vb.net
624,sql
624,nosql
624,coding
624,mongo
625,r
625,cloud
625,power_bi
625,python
625,tableau
625,snowflake
625,sql
625,azure
626,database
626,cloud
626,macros
626,t-sql
626,tableau
626,sql
626,nosql
626,excel
626,powerbi
627,excel
627,microsoft
627,word
627,scrum/agile
627,power_bi
627,powerpoint
627,visio
628,database
628,outlook
628,agile
629,javascript
629,linux
629,node.js
629,frontend
629,programming
629,backend
629,aws
629,terminal
630,database
630,python
630,node
630,docker
630,node.js
630,frontend
630,saas
630,slack
630,mongodb
630,backend
630,redis
630,aws
630,postgresql
630,sql
630,mongo
630,postgres
631,github
631,scala
631,back-end
631,node.js
631,scrum
631,ci/cd
631,java
631,javascript
631,agile
631,sql
631,docker
631,nosql
631,html5
632,database
632,bi
632,aws
632,mysql
632,redshift
632,tableau
633,bash
633,microsoft
633,linux
633,server
634,agile/scrum
634,bi
634,programming
634,qlik
634,etl
634,sql
635,database
635,cloud
635,saas
635,programming
635,c
635,java
635,go
635,c++
636,
637,backend
637,sql
638,spreadsheets
638,database
638,python
638,bi
638,looker
638,tableau
638,sql
639,cloud
639,aws
639,azure
640,database
640,cloud
640,agile
640,python
640,gcp
640,backend
640,codebase
640,golang
640,java
640,aws
640,mysql
640,postgresql
640,ml
640,machine_learning
640,azure
640,scala
640,airflow
641,scrum
641,cloud
641,java
641,css
641,javascript
641,html
641,programming
641,apache
641,server
641,azure
641,c
642,cloud
642,aws
642,azure
643,
644,database
644,cloud
644,python
644,hadoop
644,r
644,looker
644,spark
644,java
644,aws
644,tableau
644,etl
644,sql
644,apache
644,go
644,airflow
645,back-end
645,t-sql
645,json
645,css
645,javascript
645,programming
645,xml
645,asp.net
645,sql
645,jquery
645,server
645,c
646,database
646,git
646,cloud
646,java
646,aws
646,python
646,devops
647,graphql
647,scrum
647,redis
647,saas
647,cloud
647,javascript
647,ruby
647,agile
647,programming
647,postgresql
647,server
648,agile
649,
650,cloud
650,python
650,saas
650,aws
650,mysql
650,postgresql
650,ai
651,excel
652,mssql
652,atlassian
652,database
652,scrum
652,mysql
652,agile
652,postgresql
652,jira
652,sql
653,cloud
653,aws
653,azure
654,cloud
654,r
654,programming
654,java
654,twilio
655,word
655,cloud
655,bloomberg
655,python
655,pytorch
655,programming
655,aws
655,tensorflow
655,machine_learning
656,
657,ci/cd
657,python
657,programming
657,postgres
658,visio
658,tableau
659,oracle
659,database
659,scrum
659,cloud
659,saas
659,aws
659,mysql
659,agile
659,etl
659,snowflake
659,sql
660,docker
660,redis
660,aws
660,postgresql
660,go
660,coding
661,
662,data_lake
662,bash
662,cloud
662,database
662,python
662,redshift
662,programming
662,tableau
662,etl
662,hadoop
662,snowflake
662,sql
662,nosql
662,powerbi
662,spark
663,cloud
663,agile
663,python
663,jira
663,bi
663,git
663,programming
663,mongodb
663,devops
663,spark
663,ci/cd
663,aws
663,sql
663,nosql
663,apache
663,airflow
664,ibm
664,oracle
664,iot
664,microsoft
664,xml
664,jse/jee
665,backend
665,java
665,css
665,javascript
665,html
666,sap
666,database
666,cloud
666,agile/scrum
666,python
666,gdpr
666,ibm
666,aws
666,redshift
666,etl
666,snowflake
666,sql
666,airflow
666,postgres
667,ajax
667,javascript
667,agile
667,html5
667,back-end
667,git
667,scrum
667,programming
667,devops
667,c
667,microsoft
667,ci/cd
667,sql
667,go
668,server
669,pl/sql
669,cloud
669,gitlab
669,ruby
669,python
669,hadoop
669,r
669,frontend
669,slack
669,looker
669,ci/cd
669,aws
669,redshift
669,etl
669,postgresql
669,snowflake
669,sql
669,go
669,bash
670,data_lake
670,cloud
670,data_lakes
670,python
670,bigquery
670,hadoop
670,bi
670,saas
670,gcp
670,looker
670,aws
670,redshift
670,tableau
670,cognos
670,snowflake
670,sql
670,azure
670,ssis
670,airflow
671,linux/unix
671,github
671,pandas
671,airflow
671,json
671,python
671,redshift
671,coding
671,programming
671,xml
671,snowflake
671,docker
671,nosql
671,spark
672,
673,
674,backend
674,frontend
674,codebase
674,golang
674,css
674,aws
674,html
674,php
674,postgres
675,agile
675,azure
676,c++
676,cloud
676,javascript
676,ios
676,linux
676,server
677,cloud
677,frontend
677,vue
677,slack
677,programming
677,backend
677,codebase
677,aws
677,mysql
677,nosql
677,go
677,azure
677,coding
677,mongo
677,postgres
678,ci/cd
678,cloud
678,agile
678,go
678,c
679,machine_learning
680,database
680,sas
680,tableau
680,etl
680,snowflake
681,javascript
681,data_lakes
681,python
681,bi
681,r
681,saas
681,programming
681,php
681,looker
681,qlik
681,aws
681,tableau
681,etl
681,sql
681,c++
682,power_bi
682,data_lakes
682,bi
682,server
682,json
682,microsoft
682,xml
682,sql
682,nosql
682,excel
683,ci/cd
683,cloud
683,pyspark
683,python
683,coding
683,programming
683,sql
683,azure
683,spark
684,cloud
684,agile
684,tableau
684,ai
685,cloud
685,ruby
685,jira
685,docker
685,node.js
685,gcp
685,github
685,ember.js
685,aws
685,postgresql
685,azure
686,
687,scala
687,airflow
687,cloud
687,java
687,aws
687,agile
687,python
687,redshift
